,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
285466,2017-12-20,2,21,116,True,Not Recommended,lol 1.0 is just the garbage from the test server. Game is a ing mess Bluehole just taking the now. Optimisation is terrible textures are poor shoddy game design and servers. What a ign joke!,PLAYERUNKNOWN'S BATTLEGROUNDS
122211,2016-01-09,2,3,1644,False,Not Recommended,Long and constant loading screen with loads of cheaters. Literally every session has at least one cheater and they can do pretty much anything they want. Spawn fire under everyone? No problem they can do that. Spawn money under everyone? They can do that too. Do whatever they want? Oh yes.The shark cash card is a almost like a scam. Every session has a cheater in it and there's a good chance they're spamming money at you even if oyu don't ask or want it. So instead of buying money just ask or wait for one of those cheaters to throw money at you. Rockstar doesn't seem to care about it.I really don't recommend you buy this game. If you really want it wait for a really good sale and even then you might want to skip the game. The singleplayer is boring and multiplayer is full of cheaters who can do whatever they want and Rockstar isn't even trying to ban them.You won't believe how much control the cheaters have over the servers unless you see it. I guess that's one selling point.,Grand Theft Auto V
24987,2018-08-09,1,6,160,False,Recommended,Working great so far with GTX 980 and Ryzen 2700X. I have yet to have any crashes and have a constant smooth 60fps. No complaints with performance at all although I know others have had serious struggles. Sometimes I can't connect to the online but there are a lot of players so I'm not surprised the servers are having issues. The game itself is really fun but everyone knows that from it's fantastic reviews when it was released on console. I recommend this game but make sure you have a decent PC. CPU in particular seems to do a lot of work in this game.,MONSTER HUNTER: WORLD
148892,2017-12-12,4,2,48,False,Not Recommended,75 GB NE AMK,Grand Theft Auto V
29938,2018-08-13,1,5,8,False,Not Recommended,As much as I want to try and join this game I can't. The port is just awful. The controls are terrible. In the middle of a fight you need to equip the potion in order to drink the potion while dodging the monster trying to eat your face. The multiplayer is sad. You and your friend enter an expedition your friend dcs before you even poke the monster. Again monster eats your face.The game itself is beautiful but the port is keyboard smashing.,MONSTER HUNTER: WORLD
3029,2018-08-19,1,8,212,False,Recommended,Im still a bit new but i have over 150 hours on this game now. I can officially say this is the most amount of t in a game that i have ever played but its very fun. Somehow a hatchet will hit you from across the map you rage quit and then the next you just come back and play again. This game is great but very very infuriating.,Dead by Daylight
123490,2015-05-06,5,33,106,False,Not Recommended,GTA V is an amazing game. The single player is an engaging and incredibly detailed piece of work which had me hooked for a long time over two platforms. From first person dashboard panels to puns and debris scattered around the city it will impress.Unfortunately the Online mode doesn't stack up so well as seen from extended time playing it. The world feels less alive and shallow compared to single player and suffers from a multitude of bugs that never should have made it past QA. Lobby crashes aren't uncommon strange design and UI choices make it clumsy to use and the activities are fragmented into a string of waiting rooms with broken lobby mechanics. It doesn't even have any wildlife making the world even more empty!The game also suffers from a crime and punishment system that doesn't work. Want to shoot someone chasing you? If you hit the explosives carried in their hand you get penalised and fined for destroying their car even if it wasn't your intention. Someone coming at you in an armoured car? Surely it makes sense to blow it up this time since it's bulletproof (especially for newer players) but instead you get penalised again. The developers expect you to shoot through a tiny vision slit to defend yourself which is heavily unbalanced against someone when they are caught out in the open by player killers giving little chance to fight back.Of particular note are the loading times. They are utterly horrendous and unacceptable in this day and age with the game commonly getting stuck on the loading screen. If you Shift+Tab to pass the time you find the game will refuse to load and silently get stuck in an infinite loop. This is especially terrible for a game two years old what's the excuse Rockstar?And last but not least the modding situation. Not too relevant to me as I don't use them but there is quite some controversy surrounding the banning of players for mods in a series that was heavily modded in past incarnations. Rockstar's treatment of players has been brought into question.(UPDATE Rockstar comment here http //www.rockstargames.com/newswire)Overall if you haven't played single player I'd pick this up. But due to the poorly performing multiplayer and bugs I won't be adding it to the recommendations list for anyone looking to go online.,Grand Theft Auto V
122461,2015-12-25,1,3,142,False,Recommended,8/8would kill players with snowballs again,Grand Theft Auto V
174348,2017-06-21,3,8,214,False,Recommended,Everyone needs to calm the down.,Grand Theft Auto V
242640,2017-12-15,1,2,335,True,Recommended,Amazing game but it's very rage enducing 3,PLAYERUNKNOWN'S BATTLEGROUNDS
261428,2018-08-19,1,2,645,False,Not Recommended,So when I play alone there is no lagg. When I have friend's over we play many games league of legends raimbow six csgo etc. and they play fine. But when we try to play pubg there is 200 ping in every game. Dont even get started with the desync even when you are playing with 50 ms. Honestly I just feel sorry for all the companies that have actually made a good game but are struggling when this pathetic garbage company has made so much money off of this. I am really lucky I never actually bought this game (friend's acc) because I would seriously kms if I knew I supported these garbage developers. No wonder Shroud stopped playing this game even when he was getting payed to play it. I would spit on the doorway of their company if I had the chance. Embarassing.,PLAYERUNKNOWN'S BATTLEGROUNDS
220613,2017-05-10,1,5,882,True,Not Recommended,"Edited for update Unfortunately this will be my last edit for a while until I hear through the grapevine this game has improved or I get fatalistically bored and play it. Steer clear from this game as is because the developer has no idea what he is doing with every subsequent patch where my lag issues have only gotten worse and hackers are more prevalent than ever. (I just ran into a guy who was able to delete the guns I was using. Think about that. As soon as I ran into his radius (I assume) my gun just disappeared. Happened to my co op partner. Sure it could be a bug but it did not look like a bug to me. Edited for update The current lag in this game has gotten worse with the most recent update. The amount of hackers has also skyrocketed. Every time I play this game I run into at least one guy. Hell I was playing Duo with a guy who was able to fire his gun underwater had unlimited ammo and could duplicate anything he picked up. I can't even stomach through what I once was able to enjoy. Definitely hold off on a purchase until this is resolved. I uninstalled the game after reporting hacks/cheats and receiving a WARNING from their forums for simply agreeing with someone that this game has massive hacking problems my first and last post. Original review I would like to recommend this game but I will not.There are lots of good things about this game but it comes down to really one major feature. Tension.Pro Tension like you wouldn't believe.Cons hackers (so far run into hackers that I know of over a half dozen times in two days.) latency issues Firing a full AKM clip into a guy before he goes down where as I take two shots as i'm dodging and am put down.Really those are the two cons.The latency issues can sometimes seem like ""hacking"" issues and frankly it'll be hard for a lot of people to tell the two apart I've had years of admin experience in FPS and consider myself somewhat of an old hand when it comes to realizing I've been stiffed.It can be fun but again I have the best internet possible in Chicago and playing in the NA server I'll be finding myself putting 5 headshots from behind into some guy only for him to turn around and destroy me. Instances like that will have you go ""lag or hack?""When this happens every other game its more than frustrating. Its a shame.If you are like me and get frustrated at these things this game will not be enjoyable.Here is an example of a frustrating match Landed in the military base managed to kill two people (one with my fists vs his pistol because pistols are god awful) and one with that very same pistol (P1911) into a prone looting guy in a corner. Pick up a M416 and a silencer. Then find a kar98 and kit that out. Find a Mil vest 3 and helmet 3 and various other goodies.Run across the bridge to the ne and find a crate falling from the sky. Camp the crate for two minutes and kill one guy with the kar as he is trying to loot the crate. Run up to crate and find the MG. Grab that and drop the m416 and run to a nearby buggy. Drive buggy to the center of the white ring and jump out. Find a second story building where I camp a door with no windows. Sit in room. Player numbers tick down from 60 40 30. I stay in the same room. 20 18. Same room. White circle moves to outside my room but still covers the building. I go to the other side and do the same thing for two minutes. White circle moves so I jump from the balcony to the floor and make it to another building where I repeat the same process. Now 15 left. 10. Sitting in room guy opens the door and I blast away at him with my MG. he just stands there looking at me. Then shoots me after I've finished firing 100 bullets close range into him. I die from one pistol shot despite having full armor/helmet 3. Yeah... no thanks.Half the frustration of this game comes from the incredible highs you get... to be undercut by what I mentioned is again a shame.It's possible this game will be worth playing in the future. I'll check up on it every now and then and update this review as necessary.",PLAYERUNKNOWN'S BATTLEGROUNDS
